"Marijuana_Arrest Type","Adult/Juvenile","Arrest Year","Arrest Date","Arrest Time","Age","Defendant Race","Defendant Sex","Charge Description"
"Distribution","Adult",2016,"11/22/2016","17:48:35","42","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2016,"11/22/2016","17:53:32","29","U","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2016,"11/22/2016","18:08:43","24","W","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2016,"11/22/2016","18:15:39","29","B","M","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2016,"11/22/2016","19:30:04","48","W","M","Poss W/i To Dist A Controlled Substance"
"Public consumption","Adult",2016,"11/22/2016","21:30:13","19","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Adult",2016,"11/23/2016","13:43:59","19","B","M","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2016,"11/23/2016","17:30:30","22","B","M","Poss W/i To Dist A Controlled Substance"
"Distribution","Adult",2016,"11/25/2016","15:05:25","21","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2016,"11/25/2016","15:42:53","29","B","M","Distribution Of Marijuana-misd"
"Public consumption","Adult",2016,"11/25/2016","16:27:44","23","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2016,"11/25/2016","17:10:39","18","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Adult",2016,"11/26/2016","16:39:04","23","B","M","Distribution Of A Controlled Substance"
"Public consumption","Adult",2016,"11/27/2016","2:35:31","21","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2016,"11/27/2016","19:00:57","24","B","M","Poss W/i To Dist Marijuana-fel"
"Distribution","Adult",2016,"11/30/2016","16:41:30","22","B","M","Distribution Of A Controlled Substance"
"Public consumption","Adult",2016,"11/30/2016","16:44:10","29","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Adult",2016,"12/1/2016","15:35:30","22","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2016,"12/1/2016","15:35:39","23","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2016,"12/1/2016","16:35:21","18","B","M","Distribution Of Marijuana-misd"
"Public consumption","Adult",2016,"12/1/2016","23:59:26","24","B","F","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2016,"12/3/2016","16:00:12","19","W","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2016,"12/3/2016","16:00:24","24","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2016,"12/3/2016","16:00:45","18","W","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2016,"12/3/2016","21:55:13","33","B","M","Poss W/i To Dist Marijuana-misd"
"Distribution","Adult",2016,"12/6/2016","15:33:02","32","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2016,"12/6/2016","15:33:06","27","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2016,"12/6/2016","15:33:40","41","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2016,"12/6/2016","15:34:28","41","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2016,"12/6/2016","15:34:29","33","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2016,"12/6/2016","16:26:42","34","B","M","Distribution Of A Controlled Substance"
"Possession with intent to distribute","Adult",2016,"12/6/2016","19:18:18","23","B","M","Poss W/i To Dist A Controlled Substance"
"Public consumption","Adult",2016,"12/7/2016","12:15:53","39","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2016,"12/8/2016","17:30:02","23","B","M","Poss W/i To Dist Marijuana-fel"
"Distribution","Adult",2016,"12/8/2016","18:10:10","20","B","M","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2016,"12/9/2016","15:30:35","22","B","M","Poss W/i To Dist Marijuana-misd"
"Possession with intent to distribute","Adult",2016,"12/10/2016","14:57:53","23","B","M","Poss W/i To Dist Marijuana-misd"
"Public consumption","Adult",2016,"12/10/2016","15:30:29","22","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2016,"12/10/2016","15:30:38","23","W","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2016,"12/11/2016","0:45:00","46","B","M","Poss W/i To Dist Marijuana-fel"
"Public consumption","Adult",2016,"12/11/2016","1:35:06","28","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2016,"12/11/2016","18:37:49","19","B","M","Poss W/i To Dist A Controlled Substance"
"Distribution","Adult",2016,"12/11/2016","21:30:25","25","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2016,"12/13/2016","18:00:33","18","B","M","Distribution Of Marijuana-misd"
"Public consumption","Adult",2016,"12/13/2016","19:00:34","29","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Juvenile",2016,"12/13/2016","Juvenile","Juvenile","Juvenile","Juvenile","Distribution Of Marijuana-misd"
"Distribution","Juvenile",2016,"12/13/2016","Juvenile","Juvenile","Juvenile","Juvenile","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2016,"12/14/2016","13:18:19","34","B","M","Poss W/i To Dist A Controlled Substance"
"Possession with intent to distribute","Adult",2016,"12/14/2016","17:22:55","18","B","M","Poss W/i To Dist A Controlled Substance"
"Distribution","Adult",2016,"12/15/2016","15:00:49","34","B","M","Distribution Of A Controlled Substance"
"Public consumption","Adult",2016,"12/16/2016","17:31:00","21","W","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2016,"12/16/2016","18:45:16","21","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2016,"12/17/2016","16:46:23","36","B","M","Poss W/i To Dist A Controlled Substance"
"Possession with intent to distribute","Adult",2016,"12/17/2016","18:15:07","23","B","M","Poss W/i To Dist Marijuana-misd"
"Public consumption","Adult",2016,"12/18/2016","19:00:51","18","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Adult",2016,"12/20/2016","14:00:59","27","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2016,"12/20/2016","15:36:03","26","B","M","Distribution Of A Controlled Substance"
"Public consumption","Adult",2016,"12/20/2016","16:07:26","54","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Adult",2016,"12/20/2016","16:24:08","44","B","M","Distribution Of Marijuana-misd"
"Public consumption","Adult",2016,"12/20/2016","19:20:43","25","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2016,"12/21/2016","20:30:06","26","B","M","Poss W/i To Dist Marijuana-misd"
"Possession with intent to distribute","Adult",2016,"12/21/2016","20:43:16","26","B","M","Poss W/i To Dist Marijuana-misd"
"Possession with intent to distribute","Adult",2016,"12/23/2016","14:39:05","27","B","M","Poss W/i To Dist Marijuana-fel"
"Public consumption","Adult",2016,"12/23/2016","17:55:21","22","U","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2016,"12/23/2016","21:25:31","21","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2016,"12/23/2016","21:25:50","22","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2016,"12/23/2016","23:25:42","28","B","F","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2016,"12/23/2016","23:25:45","25","B","F","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Adult",2016,"12/28/2016","16:54:35","54","B","M","Distribution Of A Controlled Substance"
"Distribution","Adult",2016,"12/28/2016","16:54:55","58","B","M","Distribution Of A Controlled Substance"
"Public consumption","Adult",2016,"12/29/2016","1:06:55","26","W","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2016,"12/29/2016","1:08:13","24","W","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2016,"12/29/2016","19:10:53","39","B","M","Poss W/i To Dist A Controlled Substance"
"Public consumption","Adult",2016,"12/29/2016","22:05:05","36","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2016,"12/30/2016","0:04:39","20","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2016,"12/30/2016","19:00:16","20","B","M","Poss W/i To Dist Marijuana-fel"
"Public consumption","Adult",2016,"12/31/2016","1:48:49","20","U","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Adult",2017,"1/1/2017","22:10:54","25","B","M","Distribution Of Marijuana-misd"
"Public consumption","Adult",2017,"1/2/2017","22:24:03","28","W","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Adult",2017,"1/3/2017","10:22:47","49","W","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"1/4/2017","21:15:49","23","B","M","Distribution Of A Controlled Substance"
"Possession with intent to distribute","Adult",2017,"1/5/2017","16:25:41","29","B","M","Poss W/i To Dist Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"1/7/2017","14:45:28","32","B","M","Poss W/i To Dist Marijuana-misd"
"Distribution","Adult",2017,"1/7/2017","19:45:39","32","W","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"1/12/2017","14:36:06","54","B","M","Distribution Of Marijuana-misd"
"Public consumption","Adult",2017,"1/12/2017","16:30:17","35","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"1/12/2017","16:30:23","30","B","F","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2017,"1/12/2017","20:54:39","27","B","M","Poss W/i To Dist Marijuana-fel"
"Public consumption","Adult",2017,"1/13/2017","0:52:11","21","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"1/14/2017","21:55:48","20","W","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"1/15/2017","15:08:07","31","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"1/15/2017","15:08:09","48","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"1/15/2017","15:08:58","33","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"1/16/2017","0:10:08","22","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"1/16/2017","17:35:27","21","U","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2017,"1/18/2017","10:53:48","32","B","M","Poss W/i To Dist A Controlled Substance"
"Possession","Juvenile",2017,"1/23/2017","Juvenile","Juvenile","Juvenile","Juvenile","Poss Of A Controlled Substance -misd"
"Public consumption","Adult",2017,"1/25/2017","17:55:14","25","W","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2017,"1/25/2017","21:33:25","29","B","M","Poss W/i To Dist Marijuana-fel"
"Possession with intent to distribute","Adult",2017,"1/27/2017","4:00:27","23","B","M","Poss W/i To Dist A Controlled Substance"
"Public consumption","Adult",2017,"1/27/2017","21:00:52","25","W","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"1/28/2017","16:45:21","23","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Juvenile",2017,"1/28/2017","Juvenile","Juvenile","Juvenile","Juvenile","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Juvenile",2017,"1/28/2017","Juvenile","Juvenile","Juvenile","Juvenile","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"1/29/2017","2:20:08","28","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"1/29/2017","20:30:32","31","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"1/30/2017","22:10:42","24","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Juvenile",2017,"1/30/2017","Juvenile","Juvenile","Juvenile","Juvenile","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2017,"1/31/2017","2:40:06","18","B","M","Poss W/i To Dist Marijuana-misd"
"Distribution","Adult",2017,"1/31/2017","15:19:35","24","B","M","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"1/31/2017","15:45:19","35","B","M","Poss W/i To Dist Marijuana-fel"
"Distribution","Adult",2017,"1/31/2017","16:02:31","22","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"1/31/2017","16:40:27","27","B","M","Distribution Of Marijuana-misd"
"Public consumption","Adult",2017,"1/31/2017","23:45:53","26","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2017,"2/1/2017","14:30:01","23","B","M","Poss W/i To Dist A Controlled Substance"
"Public consumption","Adult",2017,"2/1/2017","17:14:45","37","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"2/2/2017","21:50:07","19","U","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"2/2/2017","21:50:57","21","A","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2017,"2/2/2017","22:15:32","28","B","M","Poss W/i To Dist Marijuana-fel"
"Public consumption","Adult",2017,"2/3/2017","14:20:04","62","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Adult",2017,"2/3/2017","14:38:04","54","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"2/3/2017","14:38:49","58","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"2/3/2017","19:02:07","28","B","M","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"2/3/2017","19:56:11","20","B","M","Poss W/i To Dist Marijuana-fel"
"Possession with intent to distribute","Adult",2017,"2/3/2017","20:15:30","19","W","M","Poss W/i To Dist Marijuana-fel"
"Public consumption","Adult",2017,"2/3/2017","21:54:15","19","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2017,"2/4/2017","14:00:41","21","B","M","Poss W/i To Dist A Controlled Substance"
"Public consumption","Adult",2017,"2/4/2017","14:40:21","22","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"2/4/2017","14:40:23","23","B","F","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Adult",2017,"2/4/2017","15:27:01","22","B","M","Distribution Of A Controlled Substance"
"Public consumption","Adult",2017,"2/5/2017","15:51:51","19","W","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"2/6/2017","17:46:46","30","W","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Adult",2017,"2/7/2017","14:24:00","53","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"2/7/2017","14:24:03","31","B","M","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"2/7/2017","17:23:10","21","B","M","Poss W/i To Dist Marijuana-fel"
"Possession with intent to distribute","Adult",2017,"2/7/2017","17:23:18","31","B","M","Poss W/i To Dist Marijuana-fel"
"Distribution","Juvenile",2017,"2/7/2017","Juvenile","Juvenile","Juvenile","Juvenile","Distribution Of Marijuana-misd"
"Distribution","Juvenile",2017,"2/7/2017","Juvenile","Juvenile","Juvenile","Juvenile","Distribution Of Marijuana-misd"
"Public consumption","Adult",2017,"2/8/2017","16:15:44","24","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"2/8/2017","16:40:01","32","W","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2017,"2/8/2017","16:51:34","21","B","M","Poss W/i To Dist A Controlled Substance"
"Distribution","Adult",2017,"2/8/2017","18:41:00","41","B","M","Distribution Of A Controlled Substance"
"Distribution","Adult",2017,"2/9/2017","14:54:32","22","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"2/9/2017","15:11:43","32","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"2/9/2017","15:14:14","23","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"2/10/2017","16:25:14","42","B","M","Distribution Of Marijuana-misd"
"Public consumption","Adult",2017,"2/10/2017","17:45:27","21","B","F","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2017,"2/11/2017","0:10:11","39","B","M","Poss W/i To Dist A Controlled Substance"
"Public consumption","Adult",2017,"2/11/2017","0:50:29","45","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Adult",2017,"2/11/2017","14:14:08","22","B","M","Distribution Of A Controlled Substance"
"Public consumption","Adult",2017,"2/11/2017","23:16:44","22","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2017,"2/11/2017","23:46:42","22","B","M","Poss W/i To Dist Marijuana-misd"
"Distribution","Adult",2017,"2/12/2017","18:10:07","27","B","M","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"2/12/2017","19:20:28","23","B","M","Poss W/i To Dist Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"2/13/2017","8:55:23","22","B","M","Poss W/i To Dist Marijuana-fel"
"Distribution","Adult",2017,"2/14/2017","16:10:36","23","B","M","Distribution Of A Controlled Substance"
"Distribution","Adult",2017,"2/14/2017","16:10:37","62","B","M","Distribution Of A Controlled Substance"
"Possession with intent to distribute","Juvenile",2017,"2/14/2017","Juvenile","Juvenile","Juvenile","Juvenile","Poss W/i To Dist Marijuana-misd"
"Distribution","Adult",2017,"2/16/2017","15:23:50","22","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"2/16/2017","15:59:17","39","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"2/16/2017","17:45:53","50","B","M","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"2/16/2017","23:35:07","31","W","M","Poss W/i To Dist Marijuana-fel"
"Distribution","Adult",2017,"2/18/2017","14:36:34","27","B","M","Distribution Of A Controlled Substance"
"Distribution","Adult",2017,"2/18/2017","14:36:43","42","B","M","Distribution Of A Controlled Substance"
"Distribution","Adult",2017,"2/18/2017","14:52:54","23","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"2/18/2017","15:43:48","23","B","M","Distribution Of A Controlled Substance"
"Distribution","Adult",2017,"2/18/2017","15:43:51","23","B","M","Distribution Of A Controlled Substance"
"Public consumption","Adult",2017,"2/18/2017","21:32:43","20","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"2/19/2017","3:50:24","21","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"2/22/2017","20:30:39","21","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2017,"2/23/2017","13:21:16","23","B","F","Poss W/i To Dist A Controlled Substance"
"Possession with intent to distribute","Adult",2017,"2/23/2017","13:21:42","26","B","M","Poss W/i To Dist A Controlled Substance"
"Distribution","Adult",2017,"2/23/2017","14:59:48","26","B","M","Distribution Of A Controlled Substance"
"Distribution","Adult",2017,"2/23/2017","17:30:57","39","B","M","Distribution Of Marijuana-misd"
"Public consumption","Adult",2017,"2/23/2017","21:15:06","21","W","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"2/23/2017","21:15:11","23","W","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"2/24/2017","17:49:18","28","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"2/24/2017","22:45:44","28","U","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2017,"2/25/2017","14:50:55","24","B","M","Poss W/i To Dist A Controlled Substance"
"Possession with intent to distribute","Adult",2017,"2/26/2017","0:05:58","21","B","M","Poss W/i To Dist Marijuana-misd"
"Distribution","Adult",2017,"2/26/2017","14:12:25","27","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"2/26/2017","15:29:07","20","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"2/26/2017","15:36:04","24","B","M","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"2/26/2017","23:48:34","18","B","M","Poss W/i To Dist A Controlled Substance"
"Distribution","Adult",2017,"2/27/2017","15:24:23","20","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"2/27/2017","15:24:38","20","B","M","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"2/27/2017","23:00:15","20","B","M","Poss W/i To Dist Marijuana-misd"
"Public consumption","Adult",2017,"3/1/2017","13:30:56","21","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"3/1/2017","16:45:17","52","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Adult",2017,"3/1/2017","18:27:03","22","B","M","Distribution Of A Controlled Substance"
"Public consumption","Adult",2017,"3/1/2017","21:17:30","22","W","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession","Adult",2017,"3/2/2017","1:20:55","25","B","M","Poss Of A Controlled Substance -misd"
"Possession with intent to distribute","Adult",2017,"3/2/2017","11:03:27","58","B","M","Poss W/i To Dist A Controlled Substance"
"Distribution","Adult",2017,"3/2/2017","16:26:28","19","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"3/2/2017","17:01:01","29","B","M","Distribution Of Marijuana-misd"
"Distribution","Juvenile",2017,"3/2/2017","Juvenile","Juvenile","Juvenile","Juvenile","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"3/3/2017","16:04:37","33","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"3/3/2017","16:05:40","60","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"3/3/2017","16:06:30","33","B","M","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"3/4/2017","15:35:12","18","B","M","Poss W/i To Dist Marijuana-fel"
"Possession with intent to distribute","Adult",2017,"3/4/2017","15:35:29","21","B","M","Poss W/i To Dist Marijuana-fel"
"Possession with intent to distribute","Adult",2017,"3/4/2017","16:31:46","24","B","M","Poss W/i To Dist A Controlled Substance"
"Possession","Adult",2017,"3/5/2017","2:24:07","18","U","M","Poss Of A Controlled Substance -misd"
"Public consumption","Adult",2017,"3/5/2017","21:35:24","21","W","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"3/6/2017","17:45:01","50","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2017,"3/7/2017","13:07:18","55","B","M","Poss W/i To Dist Marijuana-fel"
"Distribution","Adult",2017,"3/7/2017","17:18:25","27","B","M","Distribution Of A Controlled Substance"
"Distribution","Adult",2017,"3/7/2017","17:18:54","25","B","M","Distribution Of A Controlled Substance"
"Distribution","Adult",2017,"3/8/2017","15:08:58","39","U","M","Distribution Of A Controlled Substance"
"Public consumption","Adult",2017,"3/8/2017","15:40:09","19","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"3/8/2017","22:30:30","31","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"3/8/2017","22:30:47","25","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession","Adult",2017,"3/8/2017","23:50:45","19","B","M","Poss Of A Controlled Substance -misd"
"Possession with intent to distribute","Adult",2017,"3/9/2017","18:40:56","22","B","M","Poss W/i To Dist Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"3/9/2017","19:10:34","48","B","M","Poss W/i To Dist Marijuana-fel"
"Possession with intent to distribute","Adult",2017,"3/9/2017","22:25:47","24","B","M","Poss W/i To Dist A Controlled Substance"
"Possession with intent to distribute","Adult",2017,"3/9/2017","23:00:57","27","B","M","Poss W/i To Dist A Controlled Substance"
"Possession with intent to distribute","Adult",2017,"3/10/2017","18:00:45","36","B","M","Poss W/i To Dist A Controlled Substance"
"Public consumption","Adult",2017,"3/11/2017","12:45:53","32","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2017,"3/11/2017","23:19:20","20","B","M","Poss W/i To Dist A Controlled Substance"
"Possession with intent to distribute","Adult",2017,"3/11/2017","23:21:54","23","B","M","Poss W/i To Dist A Controlled Substance"
"Possession with intent to distribute","Adult",2017,"3/11/2017","23:22:41","20","B","M","Poss W/i To Dist A Controlled Substance"
"Possession with intent to distribute","Adult",2017,"3/11/2017","23:23:42","22","B","M","Poss W/i To Dist A Controlled Substance"
"Possession with intent to distribute","Adult",2017,"3/11/2017","23:24:26","26","B","M","Poss W/i To Dist A Controlled Substance"
"Possession with intent to distribute","Adult",2017,"3/14/2017","20:36:19","26","B","M","Poss W/i To Dist Marijuana-fel"
"Possession with intent to distribute","Adult",2017,"3/15/2017","16:55:03","22","B","M","Poss W/i To Dist A Controlled Substance"
"Distribution","Adult",2017,"3/16/2017","15:54:51","25","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"3/16/2017","19:26:05","32","B","M","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"3/16/2017","22:55:55","22","B","M","Poss W/i To Dist Marijuana-fel"
"Public consumption","Adult",2017,"3/16/2017","23:47:06","26","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Juvenile",2017,"3/16/2017","Juvenile","Juvenile","Juvenile","Juvenile","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2017,"3/17/2017","12:15:17","26","B","M","Poss W/i To Dist A Controlled Substance"
"Public consumption","Adult",2017,"3/17/2017","14:10:39","19","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Adult",2017,"3/17/2017","15:24:09","23","B","M","Distribution Of Marijuana-misd"
"Public consumption","Adult",2017,"3/17/2017","16:57:36","26","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2017,"3/17/2017","18:30:30","25","B","M","Poss W/i To Dist Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"3/17/2017","18:30:36","27","B","M","Poss W/i To Dist Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"3/17/2017","19:40:51","22","B","M","Poss W/i To Dist A Controlled Substance"
"Distribution","Juvenile",2017,"3/17/2017","Juvenile","Juvenile","Juvenile","Juvenile","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"3/18/2017","10:04:48","22","B","M","Poss W/i To Dist Marijuana-fel"
"Possession","Adult",2017,"3/18/2017","13:31:09","19","B","M","Poss Of A Controlled Substance -misd"
"Distribution","Adult",2017,"3/18/2017","14:42:05","23","B","M","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"3/18/2017","21:15:42","32","B","M","Poss W/i To Dist Marijuana-fel"
"Public consumption","Adult",2017,"3/18/2017","23:30:26","50","W","F","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"3/18/2017","23:30:49","50","W","F","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Juvenile",2017,"3/18/2017","Juvenile","Juvenile","Juvenile","Juvenile","Distribution Of Marijuana-misd"
